train_number,train_name,from_station,to_station,current_delay,delay_trend,accumulated_delay,segment_distance_km,current_speed_kmh,hist_avg_travel_time_min,hist_median_travel_time_min,scheduled_dwell_min,num_intermediate_stations,track_congestion_index,weather_impact_factor,hour_of_day,day_of_week,is_weekend,is_peak_hour,scheduled_segment_time_min,actual_dwell_min,actual_segment_travel_time_min,delay_increment_min
12626,Kerala Express,BPL,NGP,22,0.0,29,390,92.5,254,256,5,12,0.46,0.61,4,4,0,0,251,9.6,267.4,21.0
12702,Telangana Express,BPL,VGLJ,7,2.5,5,290,84.0,227,230,5,7,0.53,0.65,21,1,0,0,216,5.7,244.2,28.9
12626,Kerala Express,NGP,BZA,29,1.0,29,117,85.9,80,83,8,4,0.81,0.76,20,6,1,1,78,10.4,109.4,33.8
12701,Rajdhani Express,BPQ,KZJ,33,-1.5,47,235,69.0,192,193,10,8,0.24,0.41,12,4,0,0,187,10.5,212.9,26.4
12701,Rajdhani Express,BPQ,KZJ,1,5.0,6,235,89.8,184,183,8,6,0.35,0.61,6,2,0,0,176,9.2,197.9,23.1
12759,Charminar Express,HYB,SC,6,0.0,16,10,86.9,13,15,10,1,0.67,0.49,10,4,0,0,6,10.7,25.9,20.6
12759,Charminar Express,OGL,NLR,3,0.0,11,115,67.5,88,87,3,3,0.35,0.11,13,4,0,0,86,4.1,101.0,16.1
12701,Rajdhani Express,VGLJ,BPL,0,0.0,10,290,90.3,206,205,2,7,0.68,0.53,23,1,0,0,198,2.0,218.4,20.4
12951,Mumbai Rajdhani,KTA,AGC,5,-1.5,18,468,83.5,303,304,10,18,0.2,0.77,3,2,0,0,293,12.7,312.7,22.4
12951,Mumbai Rajdhani,KTA,AGC,8,0.0,3,468,82.9,306,304,8,12,0.61,0.19,15,6,1,0,303,9.2,324.0,22.2
12702,Telangana Express,BPQ,NGP,26,0.0,28,210,90.4,140,138,2,6,0.52,0.75,14,5,1,0,130,3.4,152.0,23.4
12951,Mumbai Rajdhani,RTM,KTA,9,2.5,19,266,96.5,193,193,5,6,0.27,0.06,4,3,0,0,181,5.6,185.6,5.2
12951,Mumbai Rajdhani,KTA,AGC,0,2.5,0,468,100.3,308,308,2,14,0.7,0.1,19,2,0,1,296,2.0,309.1,13.1
12701,Rajdhani Express,VGLJ,BPL,7,-1.5,13,290,95.4,175,177,5,7,0.63,0.15,14,0,0,0,173,6.8,192.5,21.3
12626,Kerala Express,MAS,SBC,20,0.0,15,360,61.4,303,303,8,12,0.14,0.18,8,3,0,1,293,10.3,324.9,34.2
12626,Kerala Express,SBC,ERS,0,0.0,1,580,66.8,445,447,5,19,0.7,0.01,14,3,0,0,442,8.9,482.4,44.3
12951,Mumbai Rajdhani,ST,BRC,13,1.0,14,130,104.8,87,86,2,3,0.74,0.45,15,2,0,0,82,4.6,98.2,18.8
12701,Rajdhani Express,SC,HYB,13,-1.5,19,10,93.3,13,12,10,1,0.33,0.24,7,4,0,1,6,12.7,13.0,9.7
12759,Charminar Express,NLR,MAS,15,5.0,16,175,89.3,112,115,2,5,0.45,0.49,9,2,0,1,103,3.0,118.8,16.8
12951,Mumbai Rajdhani,MMCT,ST,0,-1.5,13,263,109.8,158,159,3,7,0.34,0.76,5,6,1,0,156,5.7,164.0,10.7
12759,Charminar Express,NLR,MAS,0,1.0,4,175,93.3,123,124,2,6,0.38,0.48,14,3,0,0,112,2.0,128.5,16.5
12759,Charminar Express,HYB,SC,6,0.0,8,10,83.1,17,18,10,1,0.18,0.02,23,1,0,0,7,11.0,5.6,-0.4
12759,Charminar Express,OGL,NLR,33,-1.5,36,115,90.4,82,80,8,3,0.81,0.52,12,1,0,0,77,11.5,100.1,26.6
12951,Mumbai Rajdhani,MMCT,ST,0,1.0,2,263,63.7,214,214,5,7,0.75,0.41,23,6,1,0,205,8.1,232.4,30.5
12701,Rajdhani Express,AGC,VGLJ,4,-0.5,1,215,106.9,123,126,10,5,0.68,0.14,20,3,0,1,120,10.0,132.8,12.8
12759,Charminar Express,NLR,MAS,32,0.0,46,175,92.2,102,100,10,5,0.4,0.72,9,5,1,1,99,10.2,123.7,24.9
12626,Kerala Express,BPL,NGP,0,0.0,12,390,51.2,369,369,5,10,0.3,0.25,7,1,0,1,358,5.0,410.5,52.5
12702,Telangana Express,HYB,SC,0,0.0,14,10,84.6,11,14,3,1,0.76,0.6,23,4,0,0,7,11.4,27.3,28.7
12759,Charminar Express,KZJ,BZA,11,0.0,8,210,86.1,159,160,10,8,0.23,0.36,6,4,0,0,156,10.9,166.7,11.6
12702,Telangana Express,VGLJ,AGC,0,2.5,10,215,62.6,172,174,8,5,0.61,0.52,14,1,0,0,167,10.3,201.1,36.4
12701,Rajdhani Express,NDLS,AGC,44,1.0,43,195,95.3,138,136,8,7,0.61,0.8,12,4,0,0,131,11.2,161.8,34.0
12759,Charminar Express,NLR,MAS,1,5.0,0,175,74.1,135,137,5,5,0.27,0.67,2,2,0,0,133,6.5,150.1,18.6
12626,Kerala Express,BPL,NGP,0,1.0,0,390,58.0,349,347,10,11,0.47,0.01,19,1,0,1,339,10.8,379.7,41.5
12951,Mumbai Rajdhani,BRC,RTM,6,1.0,19,260,68.1,213,216,8,8,0.39,0.27,17,0,0,1,205,9.6,228.9,25.5
12701,Rajdhani Express,KZJ,SC,12,0.0,23,130,81.7,109,108,5,3,0.59,0.58,2,3,0,0,99,5.8,117.9,19.7
12626,Kerala Express,MAS,SBC,10,-1.5,19,360,67.7,307,307,10,9,0.48,0.21,5,0,0,0,300,11.1,323.9,25.0
12626,Kerala Express,SBC,ERS,0,2.5,14,580,100.5,379,380,5,13,0.35,0.71,23,0,0,0,367,8.2,387.3,23.5
12702,Telangana Express,SC,KZJ,5,0.0,3,130,59.1,128,130,8,4,0.37,0.77,9,0,0,1,118,8.0,140.5,22.5
12626,Kerala Express,NDLS,AGC,12,-0.5,9,195,86.0,145,147,2,4,0.2,0.38,14,3,0,0,133,2.0,145.0,12.0
12702,Telangana Express,AGC,NDLS,5,1.0,14,195,69.2,158,161,2,7,0.11,0.67,23,0,0,0,148,4.7,166.1,20.8
12702,Telangana Express,BPL,VGLJ,7,5.0,4,290,51.9,270,268,8,7,0.53,0.02,8,1,0,1,266,10.1,304.4,40.5
12702,Telangana Express,HYB,SC,2,-1.5,10,10,65.5,16,14,10,1,0.11,0.39,4,0,0,0,8,12.9,9.8,4.7
12759,Charminar Express,SC,KZJ,10,1.0,5,130,93.2,77,75,5,4,0.79,0.1,6,6,1,0,73,10.4,87.6,20.0
12759,Charminar Express,SC,KZJ,1,1.0,0,130,83.1,96,98,2,3,0.8,0.18,1,5,1,0,94,5.6,115.8,25.4
12702,Telangana Express,VGLJ,AGC,0,2.5,13,215,66.4,187,188,5,6,0.83,0.2,13,5,1,0,175,9.9,198.2,28.1
12701,Rajdhani Express,VGLJ,BPL,10,2.5,5,290,100.3,176,175,3,10,0.29,0.11,19,5,1,1,167,3.6,172.0,5.6
12701,Rajdhani Express,BPQ,KZJ,11,1.0,15,235,88.0,184,185,5,7,0.3,0.7,9,6,1,1,172,6.0,190.5,19.5
12701,Rajdhani Express,KZJ,SC,18,1.0,22,130,73.8,99,98,10,4,0.31,0.43,9,6,1,1,92,12.6,105.0,15.6
12702,Telangana Express,VGLJ,AGC,20,0.0,21,215,70.8,189,191,8,5,0.49,0.45,8,0,0,1,187,10.9,211.4,27.3
12701,Rajdhani Express,AGC,VGLJ,0,0.0,3,215,85.4,138,136,10,8,0.62,0.23,4,1,0,0,130,12.4,149.3,21.7
12759,Charminar Express,NLR,MAS,16,-1.5,31,175,108.2,110,111,3,6,0.59,0.02,4,6,1,0,105,3.5,121.3,16.8
12702,Telangana Express,VGLJ,AGC,1,0.0,0,215,87.1,147,146,8,6,0.35,0.74,11,0,0,0,145,10.4,160.5,17.9
12951,Mumbai Rajdhani,BRC,RTM,0,2.5,11,260,57.5,239,241,8,8,0.26,0.39,3,4,0,0,236,8.0,271.8,35.8
12626,Kerala Express,NDLS,AGC,101,0.0,109,195,60.1,180,183,3,6,0.27,0.44,8,5,1,1,169,4.9,205.9,38.8
12759,Charminar Express,BZA,OGL,17,-0.5,19,140,80.2,120,118,10,3,0.4,0.66,16,4,0,0,114,11.0,137.3,24.3
12951,Mumbai Rajdhani,ST,BRC,3,-0.5,0,130,96.0,75,74,5,4,0.21,0.62,4,2,0,0,72,7.7,73.8,4.5
12759,Charminar Express,HYB,SC,1,2.5,14,10,94.4,17,18,8,1,0.83,0.28,12,1,0,0,6,14.5,18.2,18.7
12701,Rajdhani Express,VGLJ,BPL,96,-0.5,99,290,83.8,195,194,8,10,0.26,0.52,0,3,0,0,193,10.0,221.2,30.2
12701,Rajdhani Express,SC,HYB,1,0.0,0,10,105.6,10,13,8,1,0.8,0.06,6,3,0,0,6,13.1,23.3,22.4
12759,Charminar Express,KZJ,BZA,0,-0.5,13,210,101.2,129,130,10,5,0.45,0.78,19,0,0,1,125,11.7,143.1,19.8
12951,Mumbai Rajdhani,ST,BRC,16,-0.5,24,130,86.4,91,94,10,5,0.36,0.43,15,1,0,0,89,11.4,111.3,23.7
12701,Rajdhani Express,VGLJ,BPL,0,0.0,9,290,95.0,199,200,5,10,0.47,0.02,4,0,0,0,195,5.7,196.6,2.3
12702,Telangana Express,SC,KZJ,14,0.0,28,130,112.4,79,82,8,3,0.89,0.64,2,1,0,0,74,11.5,95.5,25.0
12626,Kerala Express,MAS,SBC,10,-0.5,15,360,75.1,254,257,5,13,0.92,0.58,9,0,0,1,252,10.1,284.0,37.1
12759,Charminar Express,BZA,OGL,0,-0.5,6,140,54.7,134,134,5,4,0.48,0.18,19,0,0,1,123,9.1,147.0,28.1
12626,Kerala Express,MAS,SBC,25,0.0,29,360,96.4,233,232,10,13,0.74,0.18,0,0,0,0,227,14.7,241.0,18.7
12626,Kerala Express,NDLS,AGC,20,-1.5,21,195,79.2,174,172,10,5,0.16,0.67,19,0,0,1,163,10.7,175.8,13.5
12626,Kerala Express,BPL,NGP,23,0.0,34,390,78.9,264,265,10,10,0.65,0.6,0,4,0,0,255,11.9,283.1,30.0
12626,Kerala Express,NGP,BZA,16,0.0,22,217,80.8,174,177,8,6,0.8,0.36,19,1,0,1,165,10.4,189.8,27.2
12951,Mumbai Rajdhani,RTM,KTA,0,-0.5,4,266,95.5,192,193,10,7,0.91,0.69,13,4,0,0,182,13.8,204.7,26.5
12701,Rajdhani Express,NDLS,AGC,0,1.0,8,195,63.4,182,184,3,5,0.86,0.13,7,6,1,1,180,7.6,208.9,33.5
12702,Telangana Express,VGLJ,AGC,36,-1.5,34,215,75.8,183,186,8,6,0.53,0.0,22,5,1,0,171,8.0,190.7,19.7
12626,Kerala Express,NGP,BZA,0,0.0,0,152,84.4,111,113,2,5,0.13,0.47,17,0,0,1,108,2.0,126.0,18.0
12626,Kerala Express,SBC,ERS,42,-0.5,49,580,94.0,359,362,10,20,0.56,0.7,22,6,1,0,356,14.1,379.0,27.1
12626,Kerala Express,NDLS,AGC,6,0.0,9,195,72.8,161,159,2,4,0.54,0.55,10,2,0,0,152,6.4,172.8,25.2
12951,Mumbai Rajdhani,ST,BRC,6,1.0,21,130,99.8,90,91,3,4,0.19,0.27,22,1,0,0,85,3.0,94.3,9.3
12702,Telangana Express,NGP,BPL,9,0.0,6,390,76.4,266,265,10,13,0.15,0.37,18,6,1,1,260,10.0,282.1,22.1
12626,Kerala Express,VGLJ,BPL,14,-0.5,21,290,95.8,208,206,5,11,0.75,0.79,15,6,1,0,196,7.2,226.4,32.6
12702,Telangana Express,HYB,SC,38,-0.5,49,10,99.0,10,12,3,1,0.83,0.76,14,1,0,0,6,7.9,29.5,28.4
12759,Charminar Express,BZA,OGL,6,1.0,18,140,98.8,105,105,10,4,0.62,0.09,18,5,1,1,93,12.5,104.4,13.9
12702,Telangana Express,BPL,VGLJ,141,-0.5,153,290,83.7,216,215,2,9,0.91,0.61,20,0,0,1,212,6.0,262.7,54.7
12951,Mumbai Rajdhani,KTA,AGC,15,1.0,30,468,83.2,318,317,8,14,0.94,0.32,4,1,0,0,306,12.5,336.5,35.0
12626,Kerala Express,VGLJ,BPL,1,0.0,0,290,72.0,218,220,2,7,0.59,0.52,10,3,0,0,209,3.7,240.7,33.4
12759,Charminar Express,OGL,NLR,9,1.0,20,115,67.7,107,110,5,3,0.92,0.1,8,3,0,1,98,10.1,121.5,28.6
12702,Telangana Express,BPQ,NGP,21,0.0,28,210,93.1,129,131,5,5,0.52,0.65,7,3,0,1,126,6.2,147.9,23.1
12701,Rajdhani Express,VGLJ,BPL,15,1.0,21,290,101.4,169,169,3,7,0.4,0.04,22,5,1,0,163,4.6,182.5,21.1
12626,Kerala Express,BPL,NGP,16,1.0,12,390,84.8,308,310,3,11,0.18,0.2,19,3,0,1,301,3.1,309.1,8.2
12759,Charminar Express,BZA,OGL,1,0.0,0,140,74.0,113,115,3,4,0.38,0.6,9,1,0,1,101,3.0,117.6,16.6
12759,Charminar Express,KZJ,BZA,33,5.0,36,210,95.4,124,122,10,7,0.54,0.34,5,3,0,0,119,11.6,137.3,19.9
12759,Charminar Express,NLR,MAS,6,0.0,6,175,104.7,106,108,3,6,0.17,0.25,13,6,1,0,102,3.4,103.4,1.8
12951,Mumbai Rajdhani,AGC,NDLS,1,0.0,15,195,96.1,112,110,5,4,0.37,0.61,1,3,0,0,108,5.0,119.4,11.4
12702,Telangana Express,HYB,SC,33,1.0,45,10,100.9,14,16,5,1,0.45,0.06,0,5,1,0,6,5.6,18.7,13.3
12951,Mumbai Rajdhani,MMCT,ST,10,-1.5,17,263,77.4,214,216,10,6,0.6,0.07,14,3,0,0,211,13.5,225.4,17.9
12951,Mumbai Rajdhani,RTM,KTA,5,-0.5,5,266,94.3,158,160,2,11,0.71,0.3,15,5,1,0,154,5.8,173.2,23.0
12702,Telangana Express,BPQ,NGP,24,2.5,27,210,69.8,173,174,10,8,0.53,0.67,18,0,0,1,168,13.8,201.0,36.8
12626,Kerala Express,SBC,ERS,1,0.0,0,580,99.7,336,335,2,17,0.44,0.29,0,3,0,0,329,2.9,335.4,7.3
12702,Telangana Express,SC,KZJ,26,0.0,29,130,81.5,107,105,5,5,0.62,0.56,9,2,0,1,102,5.5,122.1,20.6
12702,Telangana Express,BPQ,NGP,0,-0.5,0,210,82.8,157,160,10,7,0.3,0.14,14,4,0,0,155,11.0,170.4,16.4
12951,Mumbai Rajdhani,BRC,RTM,37,0.0,39,260,98.1,158,156,10,8,0.15,0.18,21,3,0,0,154,11.1,170.0,17.1
12951,Mumbai Rajdhani,RTM,KTA,13,0.0,20,266,57.2,243,242,2,6,0.37,0.77,16,1,0,0,239,2.4,275.3,36.7
12626,Kerala Express,MAS,SBC,10,0.0,25,360,94.6,215,215,10,12,0.66,0.8,9,3,0,1,206,12.2,229.1,25.3
12701,Rajdhani Express,NDLS,AGC,18,0.0,24,195,82.6,150,149,10,5,0.53,0.55,3,3,0,0,147,12.8,162.0,17.8
12626,Kerala Express,NGP,BZA,2,0.0,14,147,88.2,98,97,10,4,0.22,0.0,12,4,0,0,92,10.5,90.6,-0.9
12951,Mumbai Rajdhani,AGC,NDLS,1,0.0,1,195,76.7,180,178,10,5,0.42,0.23,20,2,0,1,173,10.5,183.8,11.3
12626,Kerala Express,SBC,ERS,22,1.0,22,580,79.0,408,409,10,15,0.64,0.05,2,1,0,0,397,12.7,427.2,32.9
12701,Rajdhani Express,SC,HYB,2,2.5,7,10,98.1,9,11,5,1,0.32,0.03,10,6,1,0,6,5.0,16.7,10.7
12702,Telangana Express,BPQ,NGP,0,0.0,12,210,57.4,193,194,5,7,0.8,0.31,2,2,0,0,185,9.7,216.8,36.5
12759,Charminar Express,BZA,OGL,7,5.0,19,140,81.4,123,123,5,4,0.86,0.31,18,6,1,1,115,10.1,140.7,30.8
12702,Telangana Express,NGP,BPL,10,0.0,22,390,117.3,220,219,5,9,0.53,0.47,1,0,0,0,216,5.9,223.6,8.5
12951,Mumbai Rajdhani,RTM,KTA,2,0.0,6,266,75.6,213,215,3,10,0.85,0.01,16,3,0,0,205,5.8,218.2,16.0
12951,Mumbai Rajdhani,BRC,RTM,9,-0.5,23,260,100.1,159,161,10,6,0.47,0.63,17,0,0,1,149,10.0,162.7,13.7
12702,Telangana Express,BPQ,NGP,8,0.0,10,210,58.4,188,186,8,7,0.42,0.49,12,0,0,0,184,10.3,206.2,24.5
12759,Charminar Express,OGL,NLR,0,2.5,0,115,84.5,81,79,10,4,0.5,0.71,0,0,0,0,73,11.2,98.2,26.4
12626,Kerala Express,MAS,SBC,33,1.0,35,360,56.8,312,310,8,10,0.4,0.77,22,2,0,0,310,8.4,356.5,46.9
12701,Rajdhani Express,KZJ,SC,0,0.0,0,130,102.7,84,86,3,3,0.7,0.5,2,6,1,0,81,4.4,103.4,23.8
12701,Rajdhani Express,BPQ,KZJ,0,-1.5,1,235,92.4,170,170,2,5,0.55,0.53,19,2,0,1,161,6.3,175.6,18.9
12951,Mumbai Rajdhani,ST,BRC,16,0.0,31,130,85.9,100,101,2,3,0.31,0.6,13,6,1,0,94,4.9,113.2,22.1
12626,Kerala Express,BZA,MAS,15,-1.5,26,430,58.4,383,382,10,11,0.26,0.72,0,4,0,0,379,12.7,422.0,45.7
12759,Charminar Express,NLR,MAS,0,1.0,13,175,92.8,128,130,3,4,0.62,0.58,19,2,0,1,126,4.2,142.6,17.8
12951,Mumbai Rajdhani,MMCT,ST,23,0.0,38,263,95.4,175,174,10,8,0.32,0.6,23,0,0,0,163,12.4,182.5,21.9
12702,Telangana Express,SC,KZJ,0,0.0,4,130,79.1,107,108,10,3,0.52,0.03,1,2,0,0,105,10.0,119.0,14.0
12701,Rajdhani Express,KZJ,SC,0,0.0,4,130,94.5,95,96,2,3,0.79,0.03,20,4,0,1,87,4.2,96.9,12.1
12626,Kerala Express,BZA,MAS,4,-1.5,2,430,75.9,389,391,3,10,0.91,0.63,15,0,0,0,380,5.4,417.1,39.5
12701,Rajdhani Express,AGC,VGLJ,0,0.0,8,215,102.1,132,134,10,5,0.71,0.61,10,3,0,0,128,13.9,141.1,17.0
12701,Rajdhani Express,NDLS,AGC,3,2.5,10,195,66.9,148,150,8,6,0.93,0.79,17,3,0,1,144,10.7,182.8,41.5
12701,Rajdhani Express,NGP,BPQ,0,0.0,12,210,73.2,190,191,10,7,0.8,0.12,22,2,0,0,180,13.2,197.9,21.1
12701,Rajdhani Express,KZJ,SC,0,-1.5,0,130,89.9,87,88,5,4,0.36,0.66,3,1,0,0,82,6.9,95.3,15.2
12626,Kerala Express,MAS,SBC,23,2.5,18,360,79.5,307,305,3,8,0.49,0.61,12,6,1,0,299,3.8,329.7,31.5
12951,Mumbai Rajdhani,MMCT,ST,18,0.0,28,263,93.4,190,188,10,9,0.53,0.3,20,5,1,1,178,11.3,193.7,17.0
12702,Telangana Express,BPQ,NGP,2,-0.5,1,210,66.6,175,178,2,6,0.35,0.21,7,0,0,1,163,5.1,185.6,25.7
12759,Charminar Express,OGL,NLR,44,0.0,57,115,78.4,79,77,10,3,0.1,0.71,19,6,1,1,74,10.5,97.0,23.5
12702,Telangana Express,BPL,VGLJ,65,-1.5,64,290,69.3,220,223,8,9,0.91,0.24,18,5,1,1,210,13.2,243.3,38.5
12951,Mumbai Rajdhani,BRC,RTM,19,1.0,28,260,102.9,160,159,10,8,0.87,0.54,7,2,0,1,155,15.1,176.1,26.2
12702,Telangana Express,BPL,VGLJ,0,0.0,3,290,116.7,170,170,2,7,0.69,0.63,5,4,0,0,159,2.8,167.2,9.0
12951,Mumbai Rajdhani,AGC,NDLS,0,1.0,4,195,97.0,130,129,2,6,0.45,0.6,13,4,0,0,126,3.8,148.3,24.1
12759,Charminar Express,SC,KZJ,0,-1.5,14,130,76.5,104,104,8,5,0.27,0.78,3,1,0,0,101,8.0,113.8,12.8
12626,Kerala Express,VGLJ,BPL,44,-0.5,56,290,72.0,248,247,3,8,0.47,0.47,21,6,1,0,238,5.7,269.0,33.7
12626,Kerala Express,NDLS,AGC,8,1.0,13,195,78.9,173,172,5,8,0.92,0.46,21,5,1,0,163,8.6,195.6,36.2
12951,Mumbai Rajdhani,AGC,NDLS,0,0.0,8,195,74.2,167,168,5,7,0.47,0.7,8,1,0,1,164,5.0,189.0,25.0
12759,Charminar Express,BZA,OGL,41,-0.5,54,140,87.8,96,94,2,4,0.12,0.58,7,2,0,1,86,2.0,103.9,17.9
12702,Telangana Express,VGLJ,AGC,7,1.0,15,215,117.9,123,123,10,5,0.13,0.44,12,2,0,0,118,10.0,125.1,7.1
12702,Telangana Express,VGLJ,AGC,5,-0.5,1,215,79.1,148,149,8,7,0.48,0.26,6,3,0,0,138,10.2,157.3,21.5
12701,Rajdhani Express,BPL,NGP,3,0.0,11,390,56.3,349,347,3,10,0.22,0.7,12,4,0,0,339,3.4,383.2,44.6
12759,Charminar Express,HYB,SC,2,-0.5,0,10,68.0,19,21,10,1,0.93,0.45,11,2,0,0,8,14.4,27.3,23.7
12626,Kerala Express,BPL,NGP,15,1.0,11,390,96.7,223,225,8,10,0.28,0.46,2,4,0,0,215,11.9,231.3,20.2
12702,Telangana Express,SC,KZJ,4,2.5,17,130,92.2,98,100,10,3,0.5,0.52,15,4,0,0,94,13.8,113.5,23.3
12951,Mumbai Rajdhani,KTA,AGC,3,-0.5,13,468,101.4,273,275,10,11,0.7,0.39,7,1,0,1,264,10.8,283.7,20.5
12759,Charminar Express,HYB,SC,21,0.0,20,10,62.4,13,12,5,1,0.79,0.28,8,1,0,1,8,7.8,22.6,17.4
12626,Kerala Express,MAS,SBC,7,1.0,14,360,74.0,287,288,3,11,0.63,0.2,15,2,0,0,283,3.4,302.3,19.7
12626,Kerala Express,AGC,VGLJ,20,0.0,26,215,86.3,175,176,8,8,0.21,0.3,4,3,0,0,164,9.9,177.3,15.2
12701,Rajdhani Express,NGP,BPQ,58,-0.5,69,210,71.2,172,170,3,7,0.62,0.75,5,5,1,0,161,5.6,194.8,36.4
12701,Rajdhani Express,BPQ,KZJ,26,2.5,32,235,97.1,138,137,2,6,0.34,0.72,13,2,0,0,132,4.4,157.3,27.7
12951,Mumbai Rajdhani,KTA,AGC,53,0.0,66,468,103.7,272,272,3,11,0.67,0.18,19,1,0,1,265,4.2,286.8,23.0
12626,Kerala Express,SBC,ERS,16,2.5,19,580,63.4,493,493,2,19,0.35,0.59,5,5,1,0,491,4.3,546.2,57.5
12702,Telangana Express,VGLJ,AGC,0,0.0,14,215,94.7,133,133,5,8,0.64,0.32,15,0,0,0,124,8.3,136.9,16.2
12702,Telangana Express,KZJ,BPQ,4,5.0,12,235,71.2,207,207,8,6,0.24,0.64,23,5,1,0,202,9.5,222.7,22.2
12701,Rajdhani Express,KZJ,SC,8,0.0,18,130,90.6,81,79,3,3,0.13,0.52,9,2,0,1,76,5.4,77.3,3.7
12701,Rajdhani Express,NGP,BPQ,40,0.0,44,210,80.6,154,156,10,7,0.25,0.64,3,3,0,0,143,10.0,163.7,20.7
12626,Kerala Express,MAS,SBC,2,5.0,0,360,103.5,205,207,10,8,0.63,0.21,15,1,0,0,198,13.5,210.1,15.6
12701,Rajdhani Express,KZJ,SC,0,-0.5,11,130,108.9,84,87,5,4,0.33,0.72,12,3,0,0,74,5.0,76.9,2.9
12701,Rajdhani Express,KZJ,SC,6,2.5,6,130,82.5,111,110,5,5,0.39,0.68,22,0,0,0,103,5.1,126.1,23.2
12759,Charminar Express,NLR,MAS,7,-0.5,15,175,73.1,122,124,8,4,0.6,0.17,17,3,0,1,120,8.0,136.1,16.1
12701,Rajdhani Express,KZJ,SC,0,2.5,8,130,68.7,118,117,2,4,0.2,0.69,19,2,0,1,106,3.0,122.4,17.4
12951,Mumbai Rajdhani,AGC,NDLS,0,0.0,2,195,64.4,166,166,3,5,0.27,0.64,17,1,0,1,164,4.9,192.8,30.7
12951,Mumbai Rajdhani,KTA,AGC,3,5.0,0,468,54.7,412,415,8,17,0.93,0.55,12,4,0,0,407,12.1,473.1,70.2
12626,Kerala Express,AGC,VGLJ,3,0.0,5,215,96.9,157,156,2,7,0.53,0.43,5,5,1,0,147,5.9,153.3,10.2
12701,Rajdhani Express,NDLS,AGC,1,5.0,6,195,108.1,120,121,5,5,0.55,0.67,5,0,0,0,111,7.1,128.4,19.5
12759,Charminar Express,NLR,MAS,36,0.0,41,175,98.2,108,110,2,7,0.81,0.19,23,3,0,0,99,5.3,118.9,23.2
12759,Charminar Express,NLR,MAS,5,-0.5,6,175,87.4,111,110,5,5,0.83,0.06,3,2,0,0,104,6.7,114.5,12.2
12701,Rajdhani Express,NDLS,AGC,6,-0.5,16,195,58.8,166,167,5,7,0.81,0.53,3,4,0,0,162,9.0,192.9,34.9
12626,Kerala Express,BZA,MAS,5,2.5,3,430,80.1,290,290,5,10,0.44,0.33,1,6,1,0,278,5.0,296.7,18.7
12626,Kerala Express,SBC,ERS,0,0.0,0,580,64.6,486,486,5,16,0.64,0.74,1,6,1,0,475,6.7,524.8,51.5
12951,Mumbai Rajdhani,KTA,AGC,5,0.0,2,468,73.2,400,400,2,11,0.54,0.69,18,1,0,1,398,3.1,428.7,31.8
12702,Telangana Express,BPL,VGLJ,3,0.0,0,290,110.0,170,168,10,9,0.95,0.26,10,2,0,0,168,11.8,187.8,21.6
12759,Charminar Express,KZJ,BZA,4,0.0,12,210,111.1,122,120,10,7,0.79,0.34,22,4,0,0,118,12.1,136.2,20.3
12702,Telangana Express,KZJ,BPQ,3,-1.5,15,235,87.5,172,171,10,9,0.8,0.8,17,1,0,1,162,12.7,181.4,22.1
12702,Telangana Express,AGC,NDLS,39,0.0,49,195,77.1,146,146,3,6,0.81,0.6,16,3,0,0,140,4.7,173.8,35.5
12951,Mumbai Rajdhani,KTA,AGC,15,0.0,26,468,104.6,282,285,8,12,0.78,0.53,17,6,1,1,276,10.8,297.8,24.6
12701,Rajdhani Express,AGC,VGLJ,8,0.0,8,215,77.9,188,186,8,6,0.25,0.07,0,6,1,0,185,8.0,192.3,7.3
12951,Mumbai Rajdhani,AGC,NDLS,5,-0.5,2,195,61.2,171,171,2,5,0.56,0.48,22,4,0,0,162,2.1,189.1,27.2
12702,Telangana Express,VGLJ,AGC,7,-0.5,11,215,81.7,183,183,10,5,0.55,0.03,15,6,1,0,179,10.0,191.3,12.3
12951,Mumbai Rajdhani,AGC,NDLS,0,1.0,3,195,65.6,176,175,10,4,0.14,0.09,21,0,0,0,168,10.9,181.3,14.2
12701,Rajdhani Express,NGP,BPQ,90,0.0,86,210,105.6,122,125,8,5,0.77,0.0,4,2,0,0,120,13.2,139.4,24.6
12951,Mumbai Rajdhani,KTA,AGC,30,0.0,41,468,83.3,347,346,3,16,0.44,0.64,5,4,0,0,343,6.2,374.0,34.2
12702,Telangana Express,VGLJ,AGC,19,0.0,30,215,68.4,167,169,3,8,0.61,0.56,22,0,0,0,164,5.2,193.0,31.2
12626,Kerala Express,NDLS,AGC,0,-1.5,7,195,112.5,116,115,10,4,0.32,0.75,6,3,0,0,113,11.9,125.8,14.7
12759,Charminar Express,NLR,MAS,17,-0.5,14,175,72.9,127,130,10,6,0.26,0.63,0,2,0,0,125,10.0,146.3,21.3
12702,Telangana Express,BPL,VGLJ,0,0.0,0,290,51.6,272,271,8,11,0.19,0.1,9,4,0,1,266,10.5,292.2,28.7
12702,Telangana Express,HYB,SC,4,0.0,7,10,113.0,8,11,10,1,0.36,0.65,19,2,0,1,6,10.5,26.6,21.1
12626,Kerala Express,VGLJ,BPL,23,0.0,24,290,100.6,166,167,8,8,0.23,0.59,2,6,1,0,160,9.4,176.5,17.9
12702,Telangana Express,KZJ,BPQ,56,0.0,54,235,112.8,142,144,2,6,0.35,0.34,14,4,0,0,134,4.2,148.3,16.5
